country_code,year,records_count,institutions_count,total_students,students_total_calc,students_total_with_observed_isced8,students_total_component_sum_complete_records,students_total_component_sum_incomplete_records,students_total_component_sum_incomplete_students,students_isced5,students_isced6,students_isced7,students_isced8,foreign_students_total,foreign_students_total_with_observed_isced8,foreign_total_component_sum_complete_records,foreign_total_component_sum_incomplete_records,foreign_total_component_sum_incomplete_students,foreign_students_isced5,foreign_students_isced6,foreign_students_isced7,foreign_students_isced8,academic_personnel_fte,total_personnel_fte,support_admin_personnel_fte,total_revenues_eur,total_revenues_ppp,total_expenditure_eur,total_expenditure_ppp,third_party_funding_eur,third_party_funding_ppp,rd_expenditure_eur,rd_expenditure_ppp,mean_institution_size,median_institution_size,min_institution_size,max_institution_size,cities_count,records_with_complete_isced_structure,institutions_with_student_data,complete_isced_structure_share,isced_shares_reliable,isced_structure_coverage_flag,student_coverage_share,students_total_component_sum_incomplete_share,foreign_total_component_sum_incomplete_share,students_total_reliable,total_students_reliable,isced5_share_observed,isced5_share_reliable,isced5_share,foreign_students_isced5_share,isced6_share_observed,isced6_share_reliable,isced6_share,foreign_students_isced6_share,isced7_share_observed,isced7_share_reliable,isced7_share,foreign_students_isced7_share,isced8_share_observed,isced8_share_reliable,isced8_share,foreign_students_isced8_share,phd_share,phd_share_observed,phd_share_reliable,avg_observed_institution_size,students_per_registered_institution,avg_institution_size,foreign_students_share_aggregate_unmatched,foreign_students_share_pair_numerator,foreign_students_share_pair_denominator,foreign_students_share_pair_records,foreign_students_share_pair_institutions,foreign_students_share,foreign_students_share_pair_record_coverage,foreign_students_share_denominator_coverage,student_staff_ratio_aggregate_unmatched,student_staff_ratio_pair_numerator,student_staff_ratio_pair_denominator,student_staff_ratio_pair_records,student_staff_ratio_pair_institutions,student_staff_ratio,student_staff_ratio_pair_record_coverage,student_staff_ratio_denominator_coverage,revenue_per_student_eur_aggregate_unmatched,revenue_per_student_eur_pair_numerator,revenue_per_student_eur_pair_denominator,revenue_per_student_eur_pair_records,revenue_per_student_eur_pair_institutions,revenue_per_student_eur,revenue_per_student_eur_pair_record_coverage,revenue_per_student_eur_denominator_coverage,revenue_per_student_ppp_aggregate_unmatched,revenue_per_student_ppp_pair_numerator,revenue_per_student_ppp_pair_denominator,revenue_per_student_ppp_pair_records,revenue_per_student_ppp_pair_institutions,revenue_per_student_ppp,revenue_per_student_ppp_pair_record_coverage,revenue_per_student_ppp_denominator_coverage,expenditure_per_student_eur_aggregate_unmatched,expenditure_per_student_eur_pair_numerator,expenditure_per_student_eur_pair_denominator,expenditure_per_student_eur_pair_records,expenditure_per_student_eur_pair_institutions,expenditure_per_student_eur,expenditure_per_student_eur_pair_record_coverage,expenditure_per_student_eur_denominator_coverage,expenditure_per_student_ppp_aggregate_unmatched,expenditure_per_student_ppp_pair_numerator,expenditure_per_student_ppp_pair_denominator,expenditure_per_student_ppp_pair_records,expenditure_per_student_ppp_pair_institutions,expenditure_per_student_ppp,expenditure_per_student_ppp_pair_record_coverage,expenditure_per_student_ppp_denominator_coverage,third_party_funding_per_student_ppp_aggregate_unmatched,third_party_funding_per_student_ppp_pair_numerator,third_party_funding_per_student_ppp_pair_denominator,third_party_funding_per_student_ppp_pair_records,third_party_funding_per_student_ppp_pair_institutions,third_party_funding_per_student_ppp,third_party_funding_per_student_ppp_pair_record_coverage,third_party_funding_per_student_ppp_denominator_coverage,rd_expenditure_per_student_ppp_aggregate_unmatched,rd_expenditure_per_student_ppp_pair_numerator,rd_expenditure_per_student_ppp_pair_denominator,rd_expenditure_per_student_ppp_pair_records,rd_expenditure_per_student_ppp_pair_institutions,rd_expenditure_per_student_ppp,rd_expenditure_per_student_ppp_pair_record_coverage,rd_expenditure_per_student_ppp_denominator_coverage,rd_expenditure_share_of_expenditure_ppp_aggregate_unmatched,rd_expenditure_share_of_expenditure_ppp_pair_numerator,rd_expenditure_share_of_expenditure_ppp_pair_denominator,rd_expenditure_share_of_expenditure_ppp_pair_records,rd_expenditure_share_of_expenditure_ppp_pair_institutions,rd_expenditure_share_of_expenditure_ppp,rd_expenditure_share_of_expenditure_ppp_pair_record_coverage,rd_expenditure_share_of_expenditure_ppp_denominator_coverage
RO,2020,90,90,474442.0,467304.0,48,0,2,0.0,0.0,344277.0,100636.0,22391.0,4121.0,7,0,10,0.0,0.0,1077.0,406.0,185.0,2898.0,5197.0,2292.0,1118633655.2094743,2141333718.6897879,165068679.4948639,315981132.5681594,41439413.01696877,79324997.92287332,10700150.466072794,20482660.146467105,9682.489795918367,6003.0,0.0,45277.0,23,14,49,0.15555555555555556,False,low,0.5444444444444444,0.0,0.0,True,474442.0,0.0,,,,0.7367302655230856,,,0.003128294948544341,0.21535445876774006,,,0.004034341587503478,0.04791527570917433,,,0.008262248224733152,,0.04791527570917433,,9682.489795918367,5271.577777777778,5271.577777777778,0.0086859932299417,4121.0,144484.0,14,14,0.02852218930815869,0.15555555555555556,0.3045345901079584,163.7135955831608,60301.0,2898.0,6,6,20.807798481711526,0.06666666666666667,1.0,2357.7880019253657,1118633655.209474,473776.0,46,46,2361.102409597519,0.5111111111111111,0.9985962456949427,4513.373012275026,2141333718.689788,473776.0,46,46,4519.717585293025,0.5111111111111111,0.9985962456949427,347.92172593249313,165068679.4948639,57695.0,4,4,2861.05692858764,0.044444444444444446,0.12160601295838058,666.005818557715,315981132.5681594,57695.0,4,4,5476.75071614801,0.044444444444444446,0.12160601295838058,167.19640740675007,79324997.92287332,57695.0,4,4,1374.9024685479387,0.044444444444444446,0.12160601295838058,43.17210564508856,20482660.146467105,58636.0,5,5,349.31885098688696,0.05555555555555555,0.12358939554255315,0.06482241512331072,20482660.146467105,305270892.13580054,3,3,0.06709666946351157,0.03333333333333333,0.9661048102925937
RO,2021,90,90,466980.0,466980.0,49,0,43,0.0,0.0,347797.0,97859.0,21324.0,0.0,4,0,4,0.0,,,,0.0,,,,1025666971.4517932,1948551465.9049237,,,,,0.0,0.0,5246.966292134832,922.0,0.0,41520.0,23,46,89,0.5111111111111111,False,medium,0.9888888888888889,0.0,0.0,True,466980.0,0.0,,,,0.7447792196667952,,,,0.20955715448199067,,,,0.04566362585121418,,,0.0,,0.04566362585121418,,5246.966292134832,5188.666666666667,5188.666666666667,0.0,0.0,3222.0,1,1,0.0,0.011111111111111112,0.0068996530900680975,,,,0,0,,0.0,,2196.383081613331,1025666971.4517931,466980.0,46,46,2196.3830816133304,0.5111111111111111,1.0,4172.665779915465,1948551465.9049237,466980.0,46,46,4172.665779915465,0.5111111111111111,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,0.0,,,0,0,,0.0,,,,,0,0,,0.0,
RO,2022,91,91,520351.0,459408.0,88,0,7,62.0,0.0,342923.0,101147.0,15338.0,34068.0,88,0,7,2.0,0.0,12220.0,4572.0,629.0,,,,,,,,,,,,5718.142857142857,2929.0,0.0,39977.0,23,81,91,0.8901098901098901,True,high,1.0,0.00011915034274941337,5.870611717740989e-05,True,520351.0,0.0,0.0,0.0,,0.7464454254170585,0.7464454254170585,0.7464454254170585,0.03563482181131041,0.22016812941873018,0.22016812941873018,0.22016812941873018,0.04520153835506738,0.03338644516421133,0.03338644516421133,0.03338644516421133,0.04100925805189725,0.03338644516421133,0.03338644516421133,0.03338644516421133,5718.142857142857,5718.142857142857,5718.142857142857,0.06547119156108089,34068.0,520351.0,85,85,0.06547119156108089,0.9340659340659341,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
RO,2023,90,90,525885.0,463535.0,87,0,5,60.0,0.0,345105.0,103265.0,15165.0,35875.0,87,0,5,0.0,0.0,12795.0,4715.0,640.0,47175.0,71495.0,23980.0,,,,,,,,,5843.166666666667,2315.0,0.0,39355.0,23,82,90,0.9111111111111111,True,high,1.0,0.00011409338543597935,0.0,True,525885.0,0.0,0.0,0.0,,0.7445068872900644,0.7445068872900644,0.7445068872900644,0.0370756726213761,0.22277713657005405,0.22277713657005405,0.22277713657005405,0.04565922626252845,0.032715976139881565,0.032715976139881565,0.032715976139881565,0.04220243982855259,0.032715976139881565,0.032715976139881565,0.032715976139881565,5843.166666666667,5843.166666666667,5843.166666666667,0.06821833670859599,35875.0,525885.0,86,86,0.06821833670859599,0.9555555555555556,1.0,11.147535771065183,496260.0,47175.0,69,69,10.519554848966614,0.7666666666666667,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
RS,2014,41,41,190380.0,190375.0,15,0,0,,0.0,144370.0,37240.0,8765.0,8590.0,15,0,0,,0.0,5810.0,2235.0,545.0,11565.0,11565.0,,,,,,,,0.0,0.0,12692.0,2755.0,400.0,84780.0,18,15,15,0.36585365853658536,False,low,0.36585365853658536,0.0,0.0,True,190380.0,0.0,,,,0.7583453709783322,,,0.04024381796772183,0.1956139198949442,,,0.06001611170784103,0.046040709126723575,,,0.06217912150598973,,0.046040709126723575,,12692.0,4643.414634146341,4643.414634146341,0.045120285744300874,8590.0,190380.0,15,15,0.045120285744300874,0.36585365853658536,1.0,16.461738002594032,190380.0,11565.0,15,15,16.461738002594032,0.36585365853658536,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,0.0,0.0,2350.0,1,1,0.0,0.024390243902439025,0.012343733585460658,,,,0,0,,0.0,
RS,2015,46,46,201360.0,201340.0,15,0,1,0.0,0.0,151455.0,39775.0,10110.0,9465.0,15,0,1,0.0,0.0,6525.0,2245.0,695.0,11700.0,,,,,,,,,,,11844.70588235294,2780.0,0.0,90675.0,20,15,17,0.32608695652173914,False,low,0.3695652173913043,0.0,0.0,True,201360.0,0.0,,,,0.7522350253302871,,,0.043082103595127264,0.1975514055825966,,,0.05644248900062854,0.05021356908711632,,,0.06874381800197824,,0.05021356908711632,,11844.70588235294,4377.391304347826,4377.391304347826,0.04700536352800953,9465.0,201360.0,16,16,0.04700536352800953,0.34782608695652173,1.0,17.21025641025641,201360.0,11700.0,16,16,17.21025641025641,0.34782608695652173,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
RS,2016,46,46,247960.0,247960.0,46,0,0,,0.0,191360.0,45120.0,11480.0,11155.0,46,0,0,,0.0,7495.0,2855.0,810.0,13400.0,,,,,,,,,0.0,0.0,5390.434782608696,1155.0,110.0,102055.0,20,46,46,1.0,True,high,1.0,0.0,0.0,True,247960.0,0.0,0.0,0.0,,0.7717373769962897,0.7717373769962897,0.7717373769962897,0.039167015050167224,0.1819648330375867,0.1819648330375867,0.1819648330375867,0.06327570921985816,0.04629778996612357,0.04629778996612357,0.04629778996612357,0.07055749128919861,0.04629778996612357,0.04629778996612357,0.04629778996612357,5390.434782608696,5390.434782608696,5390.434782608696,0.04498709469269237,11155.0,247960.0,46,46,0.04498709469269237,1.0,1.0,18.5044776119403,247960.0,13400.0,46,46,18.5044776119403,1.0,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,0.0,0.0,33660.0,30,30,0.0,0.6521739130434783,0.13574770124213584,,,,0,0,,0.0,
RS,2017,46,46,242693.0,242693.0,46,0,0,,0.0,184767.0,46409.0,11517.0,10837.0,46,0,0,,0.0,7030.0,2959.0,848.0,13217.0,,,,,,,,,121896837.47786118,248874889.15474924,5275.934782608696,1103.5,109.0,100271.0,20,46,46,1.0,True,high,1.0,0.0,0.0,True,242693.0,0.0,0.0,0.0,,0.7613198567737841,0.7613198567737841,0.7613198567737841,0.038047919812520634,0.19122512804242398,0.19122512804242398,0.19122512804242398,0.06375918464091017,0.04745501518379187,0.04745501518379187,0.04745501518379187,0.07363028566466961,0.04745501518379187,0.04745501518379187,0.04745501518379187,5275.934782608696,5275.934782608696,5275.934782608696,0.044653121433251064,10837.0,242693.0,46,46,0.044653121433251064,1.0,1.0,18.362185064689417,242693.0,13217.0,46,46,18.362185064689417,1.0,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,1025.472053807688,248874889.15474924,239916.0,44,44,1037.3417744325066,0.9565217391304348,0.9885575603746297,,,,0,0,,0.0,
RS,2018,46,46,236432.0,236432.0,46,0,0,,0.0,178532.0,46500.0,11400.0,10895.0,46,0,0,,0.0,7084.0,2944.0,867.0,13462.0,,,,,,,,,127668417.43918237,249718818.1165676,5139.826086956522,1093.5,159.0,97696.0,20,46,46,1.0,True,high,1.0,0.0,0.0,True,236432.0,0.0,0.0,0.0,,0.7551092914664682,0.7551092914664682,0.7551092914664682,0.03967916115878386,0.19667388509169656,0.19667388509169656,0.19667388509169656,0.06331182795698925,0.04821682344183528,0.04821682344183528,0.04821682344183528,0.07605263157894737,0.04821682344183528,0.04821682344183528,0.04821682344183528,5139.826086956522,5139.826086956522,5139.826086956522,0.0460809027542803,10895.0,236432.0,46,46,0.0460809027542803,1.0,1.0,17.562917842816816,236432.0,13462.0,46,46,17.562917842816816,1.0,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,1056.1972073009051,249718818.11656758,233736.0,44,44,1068.3797879512251,0.9565217391304348,0.9885971442105975,,,,0,0,,0.0,
RS,2019,47,47,226601.0,226601.0,47,0,3,0.0,0.0,168385.0,47065.0,11151.0,10737.0,47,0,3,0.0,0.0,6900.0,3026.0,811.0,13226.0,,,,,,,,,141232253.2252207,273025902.46919054,4821.297872340426,1062.0,0.0,95016.0,20,44,47,0.9361702127659575,True,high,1.0,0.0,0.0,True,226601.0,0.0,0.0,0.0,,0.7430902776245472,0.7430902776245472,0.7430902776245472,0.04097752175074977,0.20769987775870363,0.20769987775870363,0.20769987775870363,0.06429406140444066,0.049209844616749265,0.049209844616749265,0.049209844616749265,0.07272890323737781,0.049209844616749265,0.049209844616749265,0.049209844616749265,4821.297872340426,4821.297872340426,4821.297872340426,0.04738284473590143,10737.0,226601.0,44,44,0.04738284473590143,0.9361702127659575,1.0,17.13299561469832,225019.0,13226.0,43,43,17.013382730984425,0.9148936170212766,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,1204.8750997091388,273025902.4691905,223849.0,42,42,1219.6878363056815,0.8936170212765957,0.9878553051398714,,,,0,0,,0.0,
RS,2020,40,40,238287.0,238287.0,39,0,1,0.0,0.0,176233.0,50696.0,11358.0,10630.0,39,0,1,0.0,0.0,6918.0,3005.0,707.0,14288.0,,,,,,,,,134253808.33270255,253617897.08597162,5957.175,1638.5,0.0,94439.0,15,39,40,0.975,True,high,1.0,0.0,0.0,True,238287.0,0.0,0.0,0.0,,0.7395829399002044,0.7395829399002044,0.7395829399002044,0.03925485011320241,0.2127518496602836,0.2127518496602836,0.2127518496602836,0.05927489348272053,0.04766521043951202,0.04766521043951202,0.04766521043951202,0.06224687444972706,0.04766521043951202,0.04766521043951202,0.04766521043951202,5957.175,5957.175,5957.175,0.04461007104877732,10630.0,238287.0,39,39,0.04461007104877732,0.975,1.0,16.677421612541995,238287.0,14288.0,40,40,16.677421612541995,1.0,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,1064.33794997617,253617897.08597165,238287.0,39,39,1064.3379499761702,0.975,1.0,,,,0,0,,0.0,
RS,2021,40,40,238189.0,238189.0,39,0,0,,0.0,174507.0,51955.0,11727.0,12888.0,39,0,0,,0.0,7042.0,5086.0,760.0,14179.0,,,,,,,,,148737.39190785663,271351.92253980075,5954.725,1563.0,0.0,93451.0,15,39,40,0.975,True,high,1.0,0.0,0.0,True,238189.0,0.0,0.0,0.0,,0.7326408860190857,0.7326408860190857,0.7326408860190857,0.04035368208725151,0.2181251023347006,0.2181251023347006,0.2181251023347006,0.09789240689057839,0.04923401164621372,0.04923401164621372,0.04923401164621372,0.06480770870640402,0.04923401164621372,0.04923401164621372,0.04923401164621372,5954.725,5954.725,5954.725,0.054108292154549535,12888.0,238189.0,39,39,0.054108292154549535,0.975,1.0,16.79871641159461,238189.0,14179.0,39,39,16.79871641159461,0.975,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,1.1392294461112846,271351.92253980075,238189.0,39,39,1.1392294461112846,0.975,1.0,,,,0,0,,0.0,
RS,2022,40,40,241405.0,241395.0,39,0,1,0.0,0.0,178080.0,51360.0,11955.0,10950.0,39,0,1,0.0,0.0,7115.0,3075.0,735.0,14510.0,,,,,,,,,174448.36827891992,295414.2836340988,6035.125,1535.0,0.0,91870.0,15,39,40,0.975,True,high,1.0,0.0,0.0,True,241405.0,0.0,0.0,0.0,,0.7377120487168334,0.7377120487168334,0.7377120487168334,0.03995395327942498,0.21276331324178213,0.21276331324178213,0.21276331324178213,0.05987149532710281,0.049524638041384454,0.049524638041384454,0.049524638041384454,0.06148055207026349,0.049524638041384454,0.049524638041384454,0.049524638041384454,6035.125,6035.125,6035.125,0.0453594581719517,10950.0,241405.0,39,39,0.0453594581719517,0.975,1.0,16.637146795313576,241405.0,14510.0,39,39,16.637146795313576,0.975,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,1.223728935333149,295414.28363409877,241405.0,39,39,1.2237289353331486,0.975,1.0,,,,0,0,,0.0,
RS,2023,41,41,242775.0,242790.0,39,0,2,5.0,0.0,178990.0,51820.0,11980.0,11175.0,39,0,2,0.0,0.0,7090.0,3340.0,760.0,14505.0,,,,,,,,,209479.72431862162,343128.70031209046,5921.341463414634,1450.0,0.0,90150.0,15,39,41,0.9512195121951219,True,high,1.0,2.0595201318092884e-05,0.0,True,242775.0,0.0,0.0,0.0,,0.7372214671114955,0.7372214671114955,0.7372214671114955,0.03961115146097547,0.21343547922072573,0.21343547922072573,0.21343547922072573,0.06445387881126978,0.04934305366777874,0.04934305366777874,0.04934305366777874,0.06343906510851419,0.04934305366777874,0.04934305366777874,0.04934305366777874,5921.341463414634,5921.341463414634,5921.341463414634,0.046030274945937595,11175.0,242775.0,40,40,0.046030274945937595,0.975609756097561,1.0,16.737331954498448,242395.0,14505.0,38,38,16.71113409169252,0.926829268292683,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,1.4133609321886127,343128.70031209046,242770.0,39,39,1.4133900412410532,0.9512195121951219,0.9999794047986819,,,,0,0,,0.0,
SE,2014,37,37,466780.0,364375.0,37,0,0,,4820.0,300345.0,37815.0,21395.0,31050.0,37,0,0,,110.0,11690.0,8415.0,6960.0,28775.0,50125.0,21360.0,7182657800.736385,5367231603.153746,6831028191.460131,5104476839.684626,2286551629.38946,1708622700.3942182,3933285706.435127,2939142575.558476,12615.675675675675,10605.0,245.0,50030.0,23,37,37,1.0,True,high,1.0,0.0,0.0,True,466780.0,0.013228130360205832,0.013228130360205832,0.013228130360205832,0.022821576763485476,0.8242744425385935,0.8242744425385935,0.8242744425385935,0.038921906474221314,0.10378044596912521,0.10378044596912521,0.10378044596912521,0.22253074176913923,0.05871698113207547,0.05871698113207547,0.05871698113207547,0.3253096517878009,0.05871698113207547,0.05871698113207547,0.05871698113207547,12615.675675675675,12615.675675675675,12615.675675675675,0.06651955953554137,31050.0,466780.0,37,37,0.06651955953554137,1.0,1.0,16.221720243266724,466780.0,28775.0,37,37,16.221720243266724,1.0,1.0,15387.672566811743,7182657800.736385,466780.0,37,37,15387.672566811743,1.0,1.0,11498.418105218188,5367231603.153746,466780.0,37,37,11498.418105218188,1.0,1.0,14634.363493423305,6831028191.460131,466780.0,37,37,14634.363493423305,1.0,1.0,10935.508890022335,5104476839.684626,466780.0,37,37,10935.508890022335,1.0,1.0,3660.44539267796,1708622700.3942182,466780.0,37,37,3660.44539267796,1.0,1.0,6296.6334794945715,2939142575.558476,466780.0,37,37,6296.6334794945715,1.0,1.0,0.5757970244292592,2939142575.558476,5104476839.684626,37,37,0.5757970244292592,1.0,1.0
SE,2015,37,37,462835.0,360005.0,37,0,0,,4275.0,294750.0,40270.0,20710.0,32560.0,37,0,0,,130.0,11830.0,9475.0,6960.0,28890.0,49970.0,21060.0,7141297161.490352,5424272837.270491,6873625273.961618,5220958885.198509,2338680173.197199,1776377463.5992305,3905810659.111562,2966713495.692001,12509.054054054053,10845.0,210.0,46810.0,23,37,37,1.0,True,high,1.0,0.0,0.0,True,462835.0,0.011874835071735115,0.011874835071735115,0.011874835071735115,0.0304093567251462,0.8187386286301579,0.8187386286301579,0.8187386286301579,0.04013570822731128,0.11185955750614575,0.11185955750614575,0.11185955750614575,0.2352868140054631,0.057526978791961225,0.057526978791961225,0.057526978791961225,0.33606953162723324,0.057526978791961225,0.057526978791961225,0.057526978791961225,12509.054054054053,12509.054054054053,12509.054054054053,0.07034904447589314,32560.0,462835.0,37,37,0.07034904447589314,1.0,1.0,16.020595361716857,462835.0,28890.0,37,37,16.020595361716857,1.0,1.0,15429.466573380041,7141297161.490352,462835.0,37,37,15429.466573380041,1.0,1.0,11719.668644917716,5424272837.270491,462835.0,37,37,11719.668644917716,1.0,1.0,14851.135445594258,6873625273.961618,462835.0,37,37,14851.135445594258,1.0,1.0,11280.38909157369,5220958885.198509,462835.0,37,37,11280.38909157369,1.0,1.0,3838.0361545674605,1776377463.5992305,462835.0,37,37,3838.0361545674605,1.0,1.0,6409.872839547573,2966713495.692001,462835.0,37,37,6409.872839547573,1.0,1.0,0.568231537716697,2966713495.692001,5220958885.198509,37,37,0.568231537716697,1.0,1.0
SE,2016,37,37,459945.0,355335.0,37,0,0,,3535.0,290265.0,41275.0,20260.0,33945.0,37,0,0,,115.0,12295.0,9975.0,6850.0,29155.0,50130.0,20975.0,7296079058.813591,5439487512.597631,7007364530.198862,5224240520.2821865,2399814973.228147,1789147770.2191987,4051156945.368522,3020282186.9488544,12430.945945945947,10830.0,230.0,45865.0,23,37,37,1.0,True,high,1.0,0.0,0.0,True,459945.0,0.009948358591188597,0.009948358591188597,0.009948358591188597,0.03253182461103253,0.8168770315336232,0.8168770315336232,0.8168770315336232,0.04235784541711884,0.11615799175426006,0.11615799175426006,0.11615799175426006,0.241671714112659,0.05701661812092814,0.05701661812092814,0.05701661812092814,0.3381046396841066,0.05701661812092814,0.05701661812092814,0.05701661812092814,12430.945945945947,12430.945945945947,12430.945945945947,0.07380230244920588,33945.0,459945.0,37,37,0.07380230244920588,1.0,1.0,15.775853198422226,459945.0,29155.0,37,37,15.775853198422226,1.0,1.0,15862.938087844397,7296079058.813591,459945.0,37,37,15862.938087844397,1.0,1.0,11826.386877991132,5439487512.597631,459945.0,37,37,11826.386877991132,1.0,1.0,15235.222755326968,7007364530.198862,459945.0,37,37,15235.222755326968,1.0,1.0,11358.402679194656,5224240520.2821865,459945.0,37,37,11358.402679194656,1.0,1.0,3889.9167731341763,1789147770.2191987,459945.0,37,37,3889.9167731341763,1.0,1.0,6566.615980060343,3020282186.9488544,459945.0,37,37,6566.615980060343,1.0,1.0,0.5781284715401492,3020282186.9488544,5224240520.2821865,37,37,0.5781284715401492,1.0,1.0
SE,2017,37,37,466595.99999999895,359864.0128869169,37,0,0,,2749.5947824595414,293485.1115384861,43572.30656597128,20057.0,36658.99999999994,37,0,0,,132.03217701846305,13080.579394999053,11368.98270873875,6886.0,29780.01,60186.01999999999,20659.170000000002,7342906145.239801,5489702196.66814,7046322715.903314,5267970545.558944,2428281076.480783,1815431069.9348993,4014903841.1640773,3001621701.3121033,12610.702702702674,10879.999999999993,252.0,44742.9999999999,23,37,37,1.0,True,high,1.0,0.0,0.0,True,466595.99999999895,0.007640649478678407,0.007640649478678407,0.007640649478678407,0.048018776388700765,0.8155444863299247,0.8155444863299247,0.8155444863299247,0.044569822729435916,0.12107992187499829,0.12107992187499829,0.12107992187499829,0.26092221424003287,0.05573494231639849,0.05573494231639849,0.05573494231639849,0.3433215336291569,0.05573494231639849,0.05573494231639849,0.05573494231639849,12610.702702702674,12610.702702702674,12610.702702702674,0.07856689727301568,36658.99999999994,466595.99999999895,37,37,0.07856689727301568,1.0,1.0,15.66809413428669,466595.99999999895,29780.01,37,37,15.66809413428669,1.0,1.0,15737.181941636487,7342906145.239801,466595.99999999895,37,37,15737.181941636487,1.0,1.0,11765.429186422843,5489702196.66814,466595.99999999895,37,37,11765.429186422843,1.0,1.0,15101.549768757832,7046322715.903314,466595.99999999895,37,37,15101.549768757832,1.0,1.0,11290.217973490891,5267970545.558944,466595.99999999895,37,37,11290.217973490891,1.0,1.0,3890.798613650574,1815431069.9348993,466595.99999999895,37,37,3890.798613650574,1.0,1.0,6433.020645938049,3001621701.3121033,466595.99999999895,37,37,6433.020645938049,1.0,1.0,0.5697871078346404,3001621701.3121033,5267970545.558944,37,37,0.5697871078346404,1.0,1.0
SE,2018,37,37,479447.99999999884,372250.38213184837,37,0,0,,2905.3248292017647,305508.2860461093,43960.77125653736,19876.0,39692.99999999992,37,0,0,,172.1357268677191,14647.35614549343,12223.73120603221,6932.0,30576.459999999995,61014.61000000001,20714.11,7192992308.667128,5643906791.393539,6902902625.19131,5416290930.785763,2400301804.392541,1883371908.9177673,3946267900.1393995,3096398167.341038,12958.054054054022,11124.999999999987,256.0,44717.9999999999,23,37,37,1.0,True,high,1.0,0.0,0.0,True,479447.99999999884,0.007804759830099301,0.007804759830099301,0.007804759830099301,0.05924835844087465,0.8207064403708267,0.8207064403708267,0.8207064403708267,0.04794421891157072,0.11809463029904096,0.11809463029904096,0.11809463029904096,0.27805998067457544,0.05339416950003309,0.05339416950003309,0.05339416950003309,0.3487623264238277,0.05339416950003309,0.05339416950003309,0.05339416950003309,12958.054054054022,12958.054054054022,12958.054054054022,0.08278895730089607,39692.99999999992,479447.99999999884,37,37,0.08278895730089607,1.0,1.0,15.680297850045392,479447.99999999884,30576.459999999995,37,37,15.680297850045392,1.0,1.0,15002.653694805578,7192992308.667128,479447.99999999884,37,37,15002.653694805578,1.0,1.0,11771.67657679989,5643906791.393539,479447.99999999884,37,37,11771.67657679989,1.0,1.0,14397.604380853245,6902902625.19131,479447.99999999884,37,37,14397.604380853245,1.0,1.0,11296.93090968317,5416290930.785763,479447.99999999884,37,37,11296.93090968317,1.0,1.0,3928.2089171667667,1883371908.9177673,479447.99999999884,37,37,3928.2089171667667,1.0,1.0,6458.256510280668,3096398167.341038,479447.99999999884,37,37,6458.256510280668,1.0,1.0,0.5716823942638235,3096398167.341038,5416290930.785763,37,37,0.5716823942638235,1.0,1.0
