country_code,year,records_count,institutions_count,institutions_with_student_data,institutions_with_funding_ppp_data,institutions_with_funding_eur_data,median_students_per_institution,median_funding_per_student_ppp,median_funding_per_student_eur,student_data_coverage,funding_ppp_data_coverage
PL,2022,265,265,263,120,120,2325.0,9325.350709856775,5803.424387368646,0.9924528301886792,0.4528301886792453
PT,2014,91,91,90,34,34,1252.5,7277.589208046456,5877.584816916143,0.989010989010989,0.37362637362637363
PT,2015,90,90,90,34,34,1272.5,6674.195411656701,5429.604799681783,1.0,0.37777777777777777
PT,2016,96,96,95,34,34,865.0,6573.983864759695,5407.745979183595,0.9895833333333334,0.3541666666666667
PT,2017,90,90,90,34,34,1325.5,6629.432644101959,5556.28660540531,1.0,0.37777777777777777
PT,2018,90,90,90,34,34,1412.5,6693.979023515538,5638.673230458313,1.0,0.37777777777777777
PT,2019,89,89,89,34,34,1478.0,6349.708151193201,5376.374088113097,1.0,0.38202247191011235
PT,2020,92,92,92,34,34,1476.0,6283.571683959472,5339.2325462922545,1.0,0.3695652173913043
PT,2021,93,93,93,34,34,1499.0,6186.035727606821,5241.397141822622,1.0,0.3655913978494624
PT,2022,94,94,94,34,34,1326.5,6724.050880767585,5627.976794795422,1.0,0.3617021276595745
PT,2023,94,94,94,34,34,1385.0,7227.542468385304,5938.293442874734,1.0,0.3617021276595745
RO,2014,96,96,45,0,0,6815.0,,,0.46875,0.0
RO,2015,96,96,51,18,18,5855.0,4355.443626363276,2265.8613976122047,0.53125,0.1875
RO,2016,94,94,51,17,17,5630.0,4248.697971531471,2175.1585085412653,0.5425531914893617,0.18085106382978725
RO,2017,94,94,53,20,20,5251.0,4530.664742071209,2329.5319935626767,0.5638297872340425,0.2127659574468085
RO,2018,93,93,52,19,19,5384.0,5087.274841473653,2684.7890752876415,0.5591397849462365,0.20430107526881722
RO,2019,92,92,52,20,20,5681.0,6524.843843762679,3460.4236316787865,0.5652173913043478,0.21739130434782608
RO,2020,90,90,47,4,4,6688.0,7265.435246566972,3795.466496239468,0.5222222222222223,0.044444444444444446
RO,2021,90,90,46,0,0,7132.5,,,0.5111111111111111,0.0
RO,2022,91,91,85,0,0,3133.0,,,0.9340659340659341,0.0
RO,2023,90,90,86,0,0,2887.5,,,0.9555555555555556,0.0
RS,2014,41,41,15,0,0,2755.0,,,0.36585365853658536,0.0
RS,2015,46,46,16,0,0,2940.0,,,0.34782608695652173,0.0
RS,2016,46,46,46,0,0,1155.0,,,1.0,0.0
RS,2017,46,46,46,0,0,1103.5,,,1.0,0.0
RS,2018,46,46,46,0,0,1093.5,,,1.0,0.0
RS,2019,47,47,44,0,0,1135.0,,,0.9361702127659575,0.0
RS,2020,40,40,39,0,0,1644.0,,,0.975,0.0
RS,2021,40,40,39,0,0,1589.0,,,0.975,0.0
RS,2022,40,40,39,0,0,1540.0,,,0.975,0.0
RS,2023,41,41,40,0,0,1480.0,,,0.975609756097561,0.0
SE,2014,37,37,37,37,37,10605.0,9844.186967215877,13173.910041525583,1.0,1.0
SE,2015,37,37,37,37,37,10845.0,8767.86459177775,11543.284860483105,1.0,1.0
SE,2016,37,37,37,37,37,10830.0,8353.17291899925,11204.255891352286,1.0,1.0
SE,2017,37,37,37,37,37,10879.999999999993,8667.821998094956,11593.890002682732,1.0,1.0
SE,2018,37,37,37,37,37,11124.999999999987,8884.157606380633,11322.596154339388,1.0,1.0
SE,2019,37,37,37,37,37,11337.999999999987,8930.406772437691,11130.981929091387,1.0,1.0
SE,2020,37,37,37,37,37,11869.99999999994,7995.353701064374,10069.686176422541,1.0,1.0
SE,2021,37,37,37,37,37,12410.999999999987,8876.084790591072,11470.107776797126,1.0,1.0
SE,2022,38,38,38,38,38,11675.0,9163.907009510636,11644.634639888716,1.0,1.0
SE,2023,39,39,39,38,38,12655.0,9073.900484072634,10778.280457040975,1.0,0.9743589743589743
SI,2014,48,48,44,0,0,112.5,,,0.9166666666666666,0.0
SI,2015,50,50,48,0,0,105.0,,,0.96,0.0
SI,2016,52,52,51,0,0,100.0,,,0.9807692307692307,0.0
SI,2017,53,53,51,0,0,112.0,,,0.9622641509433962,0.0
SI,2018,53,53,51,0,0,107.0,,,0.9622641509433962,0.0
SI,2019,52,52,50,0,0,123.0,,,0.9615384615384616,0.0
SI,2020,46,46,46,0,0,130.0,,,1.0,0.0
SI,2021,46,46,44,0,0,152.0,,,0.9565217391304348,0.0
SI,2022,46,46,45,0,0,125.0,,,0.9782608695652174,0.0
SK,2014,32,32,32,23,23,3667.5,8257.32390889431,5592.173529411764,1.0,0.71875
SK,2015,32,32,32,23,23,2897.5,8915.382305136136,6094.7960591133005,1.0,0.71875
SK,2016,32,32,32,23,23,2487.5,8812.01176426093,6383.315577889447,1.0,0.71875
SK,2017,32,32,32,23,23,2118.0,8965.204327996922,6740.551630434783,1.0,0.71875
SK,2018,32,32,32,23,23,2010.0,8886.686921196675,6893.029803921569,1.0,0.71875
SK,2019,31,31,31,23,23,2240.0,9054.39755702182,7100.956556082148,1.0,0.7419354838709677
SK,2020,31,31,31,23,23,2228.0,10061.970909790783,7703.575734157651,1.0,0.7419354838709677
SK,2021,31,31,31,23,23,2379.0,10280.15600851853,7864.658591664956,1.0,0.7419354838709677
SK,2022,31,31,31,23,23,2360.0,11619.362154092987,9175.124750720142,1.0,0.7419354838709677
SK,2023,31,31,31,23,23,2210.0,13529.724661135435,10751.246875,1.0,0.7419354838709677
TR,2014,189,189,179,103,103,9160.0,2727.7097800608076,1446.1976583436792,0.9470899470899471,0.544973544973545
TR,2015,195,195,181,0,0,11150.0,,,0.9282051282051282,0.0
TR,2016,179,179,174,0,0,14007.5,,,0.9720670391061452,0.0
TR,2017,186,186,177,0,0,14016.0,,,0.9516129032258065,0.0
TR,2018,201,201,195,0,0,12760.0,,,0.9701492537313433,0.0
TR,2019,206,206,200,0,0,12617.5,,,0.970873786407767,0.0
TR,2020,208,208,204,0,0,12523.5,,,0.9807692307692307,0.0
TR,2021,207,207,204,0,0,13476.5,,,0.9855072463768116,0.0
TR,2022,208,208,205,0,0,14670.0,,,0.9855769230769231,0.0
TR,2023,208,208,205,0,0,15565.0,,,0.9855769230769231,0.0
UK,2014,161,161,160,159,159,13707.5,10175.733855016846,12300.668740582236,0.9937888198757764,0.9875776397515528
UK,2015,258,258,258,160,160,3852.5,10839.822429553251,14384.210196134853,1.0,0.6201550387596899
UK,2016,260,260,258,162,162,3892.5,10692.509971919084,12934.377593282868,0.9923076923076923,0.6230769230769231
UK,2017,258,258,254,162,162,4932.5,10930.295448948895,12426.651362349661,0.9844961240310077,0.627906976744186
UK,2018,256,256,247,182,182,5115.0,11522.213508342451,13207.743085548178,0.96484375,0.7109375
UK,2019,255,255,242,221,221,5500.0,10389.25586101811,12186.902374536949,0.9490196078431372,0.8666666666666667
UK,2020,254,254,239,227,227,6235.0,10258.979686752646,11794.770969745325,0.9409448818897638,0.8937007874015748
UK,2021,252,252,232,224,224,8075.0,10370.067249714335,12651.096002129398,0.9206349206349206,0.8888888888888888
UK,2022,246,246,246,236,236,6522.5,11064.907146406216,13308.744090948676,1.0,0.959349593495935
UK,2023,245,245,245,229,229,6885.0,10512.759585205646,12784.909959920013,1.0,0.9346938775510204
VA,2017,14,14,0,0,0,,,,0.0,0.0
VA,2018,14,14,0,0,0,,,,0.0,0.0
VA,2019,14,14,0,0,0,,,,0.0,0.0
VA,2020,14,14,0,0,0,,,,0.0,0.0
VA,2021,14,14,0,0,0,,,,0.0,0.0
XK,2017,29,29,22,0,0,503.5,,,0.7586206896551724,0.0
XK,2018,29,29,23,0,0,459.0,,,0.7931034482758621,0.0
XK,2019,29,29,14,0,0,305.5,,,0.4827586206896552,0.0
XK,2020,21,21,19,0,0,646.0,,,0.9047619047619048,0.0
XK,2021,23,23,22,0,0,462.0,,,0.9565217391304348,0.0
XK,2022,23,23,21,0,0,409.0,,,0.9130434782608695,0.0
XK,2023,23,23,20,0,0,412.0,,,0.8695652173913043,0.0
