country_code,year,institutions_count,institutions_with_student_data,student_coverage_share,avg_observed_institution_size,students_per_registered_institution,records_with_complete_isced_structure,complete_isced_structure_share,isced_structure_coverage_flag,isced_shares_reliable,total_students,total_students_reliable,students_total_reliable,students_total_calc,students_total_with_observed_isced8,students_total_component_sum_complete_records,students_total_component_sum_incomplete_records,students_total_component_sum_incomplete_students,students_total_component_sum_incomplete_share,students_isced5,students_isced6,students_isced7,students_isced8,isced5_share_observed,isced6_share_observed,isced7_share_observed,isced8_share_observed,isced5_share_reliable,isced6_share_reliable,isced7_share_reliable,isced8_share_reliable,isced5_share,isced6_share,isced7_share,isced8_share,phd_share,phd_share_observed,phd_share_reliable,foreign_students_total,foreign_students_total_with_observed_isced8,foreign_total_component_sum_complete_records,foreign_total_component_sum_incomplete_records,foreign_total_component_sum_incomplete_students,foreign_total_component_sum_incomplete_share,foreign_students_share,foreign_students_isced5_share,foreign_students_isced6_share,foreign_students_isced7_share,foreign_students_isced8_share,foreign_students_share_aggregate_unmatched,foreign_students_share_pair_numerator,foreign_students_share_pair_denominator,foreign_students_share_pair_records,foreign_students_share_pair_institutions,foreign_students_share_pair_record_coverage,foreign_students_share_denominator_coverage
DK,2020,41,41,1.0,6637.4390243902435,6637.4390243902435,39,0.9512195121951219,high,True,272135.0,272135.0,True,272135.0,39,0,2,0.0,0.0,24771.0,174407.0,63908.0,9049.0,0.0910246752530913,0.6408841200139637,0.23483932606978153,0.0332518786631635,0.0910246752530913,0.6408841200139637,0.23483932606978153,0.0332518786631635,0.0910246752530913,0.6408841200139637,0.23483932606978153,0.0332518786631635,0.0332518786631635,0.0332518786631635,0.0332518786631635,24438.0,39,0,2,0.0,0.0,0.08980101787715655,0.10605143110895805,0.042291880486448365,0.18327908868999188,0.3008067189744723,0.08980101787715655,24438.0,272135.0,39,39,0.9512195121951219,1.0
DK,2021,41,41,1.0,6629.658536585366,6629.658536585366,39,0.9512195121951219,high,True,271816.0,271816.0,True,271178.0,40,0,1,0.0,0.0,25252.0,173177.0,63395.0,9354.0,0.09311964834905487,0.6386100642382494,0.23377633878854479,0.03449394862415093,0.09311964834905487,0.6386100642382494,0.23377633878854479,0.03449394862415093,0.09311964834905487,0.6386100642382494,0.23377633878854479,0.03449394862415093,0.03449394862415093,0.03449394862415093,0.03449394862415093,24702.0,39,0,2,0.0,0.0,0.09087765252965241,0.10969428164105813,0.04262690773024131,0.18419433709283067,0.30714132991233695,0.09087765252965241,24702.0,271816.0,40,40,0.975609756097561,1.0
DK,2022,40,40,1.0,6523.525,6523.525,38,0.95,high,True,260941.0,260941.0,True,260941.0,38,0,2,0.0,0.0,23108.0,166017.0,62165.0,9651.0,0.08855641696782031,0.6362242805845,0.23823393027542625,0.0369853721722535,0.08855641696782031,0.6362242805845,0.23823393027542625,0.0369853721722535,0.08855641696782031,0.6362242805845,0.23823393027542625,0.0369853721722535,0.0369853721722535,0.0369853721722535,0.0369853721722535,23368.0,38,0,2,0.0,0.0,0.08955281078864571,0.07274536956898044,0.04166440786184547,0.18865921338373684,0.31520049735778677,0.08955281078864571,23368.0,260941.0,38,38,0.95,1.0
DK,2023,40,40,1.0,6404.5,6404.5,38,0.95,high,True,256180.0,256180.0,True,256180.0,38,0,2,0.0,0.0,22012.0,161006.0,63266.0,9896.0,0.08592395971582481,0.6284877820282614,0.24695916933406198,0.03862908892185182,0.08592395971582481,0.6284877820282614,0.24695916933406198,0.03862908892185182,0.08592395971582481,0.6284877820282614,0.24695916933406198,0.03862908892185182,0.03862908892185182,0.03862908892185182,0.03862908892185182,22952.0,38,0,0,,0.0,0.089593254742759,0.027575867708522623,0.041159956771797325,0.19773654095406695,0.3241713823767179,0.089593254742759,22952.0,256180.0,38,38,0.95,1.0
EE,2014,25,25,1.0,2208.2,2208.2,25,1.0,high,True,55205.0,55205.0,True,51615.0,25,0,0,,0.0,0.0,36300.0,12420.0,2895.0,0.0,0.7032839290903807,0.24062772449869224,0.056088346410927054,0.0,0.7032839290903807,0.24062772449869224,0.056088346410927054,0.0,0.7032839290903807,0.24062772449869224,0.056088346410927054,0.056088346410927054,0.056088346410927054,0.056088346410927054,3785.0,25,0,0,,0.0,0.06856263019654017,,0.0581267217630854,0.08132045088566828,0.12089810017271158,0.06856263019654017,3785.0,55205.0,25,25,1.0,1.0
EE,2015,24,24,1.0,2128.9583333333335,2128.9583333333335,24,1.0,high,True,51095.0,51095.0,True,47755.0,24,0,0,,0.0,0.0,33140.0,11780.0,2835.0,0.0,0.6939587477751021,0.24667574076012982,0.05936551146476809,0.0,0.6939587477751021,0.24667574076012982,0.05936551146476809,0.0,0.6939587477751021,0.24667574076012982,0.05936551146476809,0.05936551146476809,0.05936551146476809,0.05936551146476809,4240.0,24,0,0,,0.0,0.08298267932283002,,0.06698853349426674,0.11205432937181664,0.13403880070546736,0.08298267932283002,4240.0,51095.0,24,24,1.0,1.0
EE,2016,22,22,1.0,2171.818181818182,2171.818181818182,22,1.0,high,True,47780.0,47780.0,True,44485.0,22,0,0,,0.0,0.0,30265.0,11585.0,2635.0,0.0,0.6803416882095088,0.26042486231313927,0.059233449477351915,0.0,0.6803416882095088,0.26042486231313927,0.059233449477351915,0.0,0.6803416882095088,0.26042486231313927,0.059233449477351915,0.059233449477351915,0.059233449477351915,0.059233449477351915,4675.0,22,0,0,,0.0,0.09784428631226455,,0.07467371551296878,0.1441519205869659,0.15749525616698293,0.09784428631226455,4675.0,47780.0,21,21,0.9545454545454546,1.0
EE,2017,20,20,1.0,2307.7,2307.7,20,1.0,high,True,46154.0,46154.0,True,42982.0,20,0,0,,0.0,0.0,28959.0,11533.0,2490.0,0.0,0.6737471499697548,0.2683216230049788,0.05793122702526639,0.0,0.6737471499697548,0.2683216230049788,0.05793122702526639,0.0,0.6737471499697548,0.2683216230049788,0.05793122702526639,0.05793122702526639,0.05793122702526639,0.05793122702526639,5083.0,20,0,0,,0.0,0.11013129956233479,,0.08232328464380675,0.16439781496575046,0.18514056224899597,0.11013129956233479,5083.0,46154.0,20,20,1.0,1.0
EE,2018,20,20,1.0,2290.75,2290.75,20,1.0,high,True,45815.0,45815.0,True,42626.0,20,0,0,,0.0,0.0,28431.0,11783.0,2412.0,0.0,0.6669872847557828,0.2764275324919063,0.056585182752310795,0.0,0.6669872847557828,0.2764275324919063,0.056585182752310795,0.0,0.6669872847557828,0.2764275324919063,0.056585182752310795,0.056585182752310795,0.056585182752310795,0.056585182752310795,5636.0,20,0,0,,0.0,0.12301647931900032,,0.08796735957229784,0.18806755495204958,0.22761194029850745,0.12301647931900032,5636.0,45815.0,20,20,1.0,1.0
EE,2019,19,19,1.0,2377.7894736842104,2377.7894736842104,19,1.0,high,True,45178.0,45178.0,True,41956.0,19,0,0,,0.0,0.0,27674.0,11966.0,2316.0,0.0,0.6595957669939937,0.2852035465725999,0.05520068643340643,0.0,0.6595957669939937,0.2852035465725999,0.05520068643340643,0.0,0.6595957669939937,0.2852035465725999,0.05520068643340643,0.05520068643340643,0.05520068643340643,0.05520068643340643,6056.0,19,0,0,,0.0,0.13404754526539467,,0.09203584592035846,0.21118168143072039,0.2664075993091537,0.13404754526539467,6056.0,45178.0,19,19,1.0,1.0
EE,2020,18,18,1.0,2514.3888888888887,2514.3888888888887,18,1.0,high,True,45259.0,45259.0,True,41953.0,18,0,0,,0.0,0.0,27674.0,11962.0,2317.0,0.0,0.6596429337592067,0.2851285962863204,0.055228469954472864,0.0,0.6596429337592067,0.2851285962863204,0.055228469954472864,0.0,0.6596429337592067,0.2851285962863204,0.055228469954472864,0.055228469954472864,0.055228469954472864,0.055228469954472864,5779.0,18,0,0,,0.0,0.1276873108111094,,0.08791645587916457,0.18943320514964052,0.29952524816573156,0.1276873108111094,5779.0,45259.0,18,18,1.0,1.0
EE,2021,18,18,1.0,2478.3888888888887,2478.3888888888887,18,1.0,high,True,44611.0,44611.0,True,41287.0,18,0,0,,0.0,0.0,27248.0,11686.0,2353.0,0.0,0.6599656066074067,0.28304308862353766,0.05699130476905564,0.0,0.6599656066074067,0.28304308862353766,0.05699130476905564,0.0,0.6599656066074067,0.28304308862353766,0.05699130476905564,0.05699130476905564,0.05699130476905564,0.05699130476905564,5597.0,18,0,0,,0.0,0.12546232991862993,,0.08202436876100998,0.18783159335957555,0.3314917127071823,0.12546232991862993,5597.0,44611.0,18,18,1.0,1.0
EE,2022,18,18,1.0,2452.5,2452.5,18,1.0,high,True,44145.0,44145.0,True,40865.0,18,0,0,,0.0,0.0,27180.0,11385.0,2300.0,0.0,0.6651168481585709,0.27860026917900405,0.05628288266242506,0.0,0.6651168481585709,0.27860026917900405,0.05628288266242506,0.0,0.6651168481585709,0.27860026917900405,0.05628288266242506,0.05628288266242506,0.05628288266242506,0.05628288266242506,5370.0,18,0,0,,0.0,0.1216445803601767,,0.07763061074319352,0.1857707509881423,0.3391304347826087,0.1216445803601767,5370.0,44145.0,18,18,1.0,1.0
EE,2023,18,18,1.0,2480.0,2480.0,18,1.0,high,True,44640.0,44640.0,True,41230.0,18,0,0,,0.0,0.0,27770.0,11170.0,2290.0,0.0,0.6735386854232355,0.27091923356779046,0.05554208100897405,0.0,0.6735386854232355,0.27091923356779046,0.05554208100897405,0.0,0.6735386854232355,0.27091923356779046,0.05554208100897405,0.05554208100897405,0.05554208100897405,0.05554208100897405,4840.0,18,0,0,,0.0,0.10842293906810035,,0.06769895570759812,0.15801253357206804,0.34934497816593885,0.10842293906810035,4840.0,44640.0,18,18,1.0,1.0
ES,2014,81,81,1.0,18990.74074074074,18990.74074074074,81,1.0,high,True,1538250.0,1538250.0,True,1356190.0,81,0,0,,0.0,0.0,1181960.0,142160.0,32070.0,0.0,0.8715298003966996,0.10482307051371859,0.023647129089581845,0.0,0.8715298003966996,0.10482307051371859,0.023647129089581845,0.0,0.8715298003966996,0.10482307051371859,0.023647129089581845,0.023647129089581845,0.023647129089581845,0.023647129089581845,86580.0,81,0,0,,0.0,0.05628473915163335,,0.03637178923144607,0.18303320202588633,0.2486747739320237,0.05628473915163335,86580.0,1538250.0,81,81,1.0,1.0
